X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
4101,65;2311,97;624,00;1818,44;1,44;1820,25;68,47;0,00;0,00
4103,19;2312,84;625,00;1820,20;2,20;1822,46;68,70;0,17;4,78
4103,19;2312,84;625,00;1821,97;1,97;1824,43;68,70;0,09;2,47
4106,25;2314,57;626,00;1823,72;1,72;1826,15;68,54;0,00;0,00
4107,79;2315,44;626,00;1825,49;1,49;1827,64;68,82;0,19;5,33
4109,32;2316,30;627,00;1827,25;2,25;1829,89;68,64;0,00;0,00
4110,86;2317,17;627,00;1829,01;2,01;1831,90;68,86;0,17;4,73
4112,39;2318,04;628,00;1830,77;1,77;1833,67;68,63;0,00;0,00
4113,93;2318,90;628,00;1832,54;1,54;1835,21;68,76;0,14;3,83
4115,46;2319,77;629,00;1834,30;1,30;1836,51;68,69;0,06;1,75
4116,99;2320,64;630,00;1836,06;2,06;1838,57;68,76;0,11;3,13
4118,53;2321,50;630,00;1837,83;1,83;1840,40;68,78;0,10;2,71
4120,07;2322,37;631,00;1839,59;1,59;1841,99;68,88;0,12;3,44
4121,60;2323,24;631,00;1841,36;1,36;1843,34;68,83;0,07;1,98
4123,14;2324,11;632,00;1843,12;2,12;1845,47;68,90;0,11;3,18
4124,67;2324,97;632,00;1844,88;1,88;1847,35;68,49;0,00;0,00
4126,20;2325,84;633,00;1846,63;1,63;1848,98;68,43;0,07;1,88
4127,73;2326,70;633,00;1848,39;1,39;1850,37;68,60;0,15;4,15
4129,26;2327,56;634,00;1850,15;2,15;1852,52;68,51;0,06;1,60
4130,79;2328,43;634,00;1851,91;1,91;1854,43;68,56;0,11;2,97
4132,32;2329,29;635,00;1853,67;1,67;1856,10;68,61;0,11;2,98
4133,86;2330,16;635,00;1855,43;1,43;1857,53;68,90;0,20;5,49
4135,48;2331,05;636,00;1857,19;2,19;1859,72;68,61;0,00;0,00
4137,03;2331,89;636,00;1858,96;1,96;1861,68;68,84;0,17;4,89
4138,58;2332,73;637,00;1860,72;1,72;1863,39;68,56;0,00;0,00
4140,13;2333,56;637,00;1862,48;1,48;1864,87;68,65;0,12;3,45
4141,68;2334,40;638,00;1864,23;2,23;1867,10;68,46;0,00;0,00
4143,22;2335,23;638,00;1865,99;1,99;1869,09;68,52;0,11;3,09
4144,77;2336,07;639,00;1867,75;1,75;1870,84;68,73;0,17;4,76
4144,77;2336,07;639,00;1869,52;1,52;1872,36;68,87;0,14;3,95
4147,87;2337,75;640,00;1871,27;1,27;1873,63;68,52;0,00;0,00
4149,46;2338,56;640,00;1873,03;2,03;1875,66;68,69;0,15;4,31
4151,06;2339,37;641,00;1874,80;1,80;1877,47;68,86;0,15;4,35
4152,65;2340,18;641,00;1876,56;1,56;1879,02;68,47;0,00;0,00
4154,24;2340,99;642,00;1878,31;1,31;1880,33;68,43;0,07;2,08
4155,84;2341,79;642,00;1880,07;2,07;1882,40;68,57;0,14;3,92
4157,43;2342,60;643,00;1881,83;1,83;1884,23;68,69;0,14;3,81
4159,03;2343,41;644,00;1883,59;1,59;1885,82;68,52;0,00;0,00
4160,62;2344,21;644,00;1885,35;1,35;1887,16;68,60;0,12;3,32
4163,58;2342,11;645,00;1887,10;2,10;1889,27;68,48;0,04;1,17
4165,18;2342,87;645,00;1888,86;1,86;1891,13;68,76;0,20;5,53
4166,77;2343,63;646,00;1890,63;1,63;1892,76;68,90;0,14;4,00
4168,39;2344,39;646,00;1892,39;1,39;1894,15;68,64;0,00;0,00
4169,98;2345,13;647,00;1894,15;2,15;1896,31;68,68;0,10;2,93
4171,58;2345,87;647,00;1895,91;1,91;1898,22;68,70;0,09;2,65
4173,18;2346,61;648,00;1897,68;1,68;1899,90;68,76;0,11;3,24
4174,78;2347,35;648,00;1899,44;1,44;1901,34;68,84;0,12;3,35
4176,38;2348,09;649,00;1901,21;2,21;1903,54;68,76;0,06;1,62
4177,98;2348,83;649,00;1902,96;1,96;1905,51;68,53;0,00;0,00
4179,58;2349,57;650,00;1904,73;1,73;1907,24;68,89;0,23;6,47
4181,19;2350,31;650,00;1906,50;1,50;1908,73;68,91;0,10;2,75
4182,79;2351,05;651,00;1908,26;2,26;1910,99;68,88;0,08;2,20
4184,38;2351,79;651,00;1910,02;2,02;1913,01;68,49;0,00;0,00
4185,98;2352,53;652,00;1911,78;1,78;1914,79;68,62;0,14;3,88
4187,58;2353,27;652,00;1913,54;1,54;1916,33;68,73;0,13;3,73
4189,17;2354,01;653,00;1915,29;1,29;1917,63;68,43;0,00;0,00
4190,77;2354,75;653,00;1917,06;2,06;1919,68;68,69;0,18;5,30
4192,37;2355,49;654,00;1918,82;1,82;1921,50;68,88;0,16;4,65
4193,97;2356,23;654,00;1920,59;1,59;1923,09;68,88;0,09;2,53
4195,58;2356,97;655,00;1922,36;1,36;1924,45;68,91;0,10;2,83
4197,18;2357,71;655,00;1924,12;2,12;1926,57;68,81;0,05;1,53
4198,78;2358,45;656,00;1925,88;1,88;1928,45;68,75;0,07;1,92
4200,38;2359,19;656,00;1927,64;1,64;1930,09;68,70;0,07;1,99
4201,97;2359,93;657,00;1929,40;1,40;1931,49;68,44;0,00;0,00
4203,57;2360,67;657,00;1931,16;2,16;1933,65;68,70;0,19;5,35
4205,16;2361,41;658,00;1932,92;1,92;1935,57;68,51;0,00;0,00
4206,76;2362,15;659,00;1934,68;1,68;1937,25;68,64;0,14;3,96
4208,36;2362,89;659,00;1936,44;1,44;1938,69;68,80;0,15;4,23
4209,96;2363,63;660,00;1938,20;2,20;1940,89;68,63;0,00;0,00
4211,56;2364,37;660,00;1939,96;1,96;1942,86;68,79;0,15;4,29
4213,15;2365,11;661,00;1941,72;1,72;1944,58;68,53;0,00;0,00
4214,75;2365,85;661,00;1943,49;1,49;1946,07;68,84;0,20;5,92
4216,35;2366,59;662,00;1945,24;2,24;1948,31;68,53;0,00;0,00
4217,95;2367,33;662,00;1947,01;2,01;1950,32;68,75;0,17;5,03
4219,55;2368,07;663,00;1948,77;1,77;1952,09;68,73;0,08;2,30
4221,14;2368,81;663,00;1950,53;1,53;1953,61;68,50;0,00;0,00
4222,74;2369,55;664,00;1952,29;1,29;1954,91;68,88;0,23;6,74
4224,34;2370,29;664,00;1954,05;2,05;1956,96;68,72;0,00;0,00
4225,94;2371,03;665,00;1955,82;1,82;1958,78;68,68;0,08;2,20
4227,53;2371,76;665,00;1957,57;1,57;1960,35;68,47;0,00;0,00
4229,14;2372,51;666,00;1959,33;1,33;1961,68;68,79;0,21;6,09
4230,73;2373,25;666,00;1961,10;2,10;1963,78;68,68;0,05;1,38
4232,33;2373,98;667,00;1962,85;1,85;1965,63;68,46;0,00;0,00
4233,92;2374,72;667,00;1964,61;1,61;1967,24;68,63;0,15;4,43
4235,52;2375,46;668,00;1966,37;1,37;1968,61;68,50;0,04;1,21
4237,12;2376,20;668,00;1968,13;2,13;1970,74;68,83;0,21;6,27
4238,71;2376,94;669,00;1969,89;1,89;1972,63;68,53;0,00;0,00
4240,32;2377,68;669,00;1971,65;1,65;1974,28;68,84;0,20;6,02
4241,91;2378,42;670,00;1973,41;1,41;1975,69;68,52;0,00;0,00
4243,50;2379,16;670,00;1975,17;2,17;1977,86;68,52;0,09;2,61
4245,10;2379,89;671,00;1976,92;1,92;1979,79;68,51;0,08;2,46
4246,67;2380,65;671,00;1978,69;1,69;1981,48;68,88;0,23;6,73
4248,25;2381,41;672,00;1980,45;1,45;1982,92;68,45;0,00;0,00
4249,84;2382,17;672,00;1982,20;2,20;1985,13;68,51;0,11;3,30
4251,42;2382,93;673,00;1983,96;1,96;1987,09;68,52;0,09;2,76
4251,42;2382,93;674,00;1985,73;1,73;1988,81;68,90;0,23;6,81
4254,60;2384,45;674,00;1987,49;1,49;1990,30;68,76;0,00;0,00
4256,19;2385,21;675,00;1989,25;2,25;1992,55;68,62;0,00;0,00
4257,80;2385,95;675,00;1991,01;2,01;1994,56;68,87;0,18;5,44
4259,40;2386,69;676,00;1992,77;1,77;1996,33;68,47;0,00;0,00
4261,01;2387,42;676,00;1994,53;1,53;1997,87;68,81;0,22;6,41
4262,62;2388,16;677,00;1996,30;1,30;1999,17;68,88;0,12;3,44
4264,23;2388,89;677,00;1998,06;2,06;2001,23;68,60;0,00;0,00
4265,83;2389,63;678,00;1999,82;1,82;2003,04;68,48;0,04;1,21
4267,44;2390,36;678,00;2001,58;1,58;2004,62;68,80;0,21;6,23
4269,05;2391,10;679,00;2003,34;1,34;2005,96;68,57;0,00;0,00
4270,66;2391,81;679,00;2005,10;2,10;2008,05;68,54;0,08;2,26
4272,27;2392,52;680,00;2006,86;1,86;2009,91;68,83;0,20;5,90
4273,87;2393,22;680,00;2008,62;1,62;2011,54;68,67;0,00;0,00
4275,44;2393,95;681,00;2010,38;1,38;2012,91;68,42;0,00;0,00
4277,04;2394,69;681,00;2012,14;2,14;2015,05;68,77;0,22;6,61
4278,64;2395,43;682,00;2013,90;1,90;2016,94;68,53;0,00;0,00
4280,23;2396,17;682,00;2015,66;1,66;2018,60;68,62;0,12;3,72
4281,83;2396,90;683,00;2017,42;1,42;2020,02;68,69;0,11;3,39
4283,43;2397,64;683,00;2019,18;2,18;2022,19;68,69;0,09;2,70
4285,02;2398,38;684,00;2020,93;1,93;2024,13;68,42;0,00;0,00
4286,61;2399,12;684,00;2022,69;1,69;2025,81;68,49;0,11;3,42
4288,21;2399,86;685,00;2024,45;1,45;2027,26;68,71;0,17;5,16
4288,21;2399,86;685,00;2026,21;2,21;2029,48;68,77;0,11;3,36
4291,41;2401,34;686,00;2027,97;1,97;2031,45;68,52;0,00;0,00
4293,00;2402,07;686,00;2029,73;1,73;2033,17;68,47;0,07;2,16
4294,60;2402,81;687,00;2031,49;1,49;2034,66;68,63;0,15;4,43
4296,19;2403,55;688,00;2033,24;2,24;2036,90;68,48;0,00;0,00
4297,79;2404,29;688,00;2035,00;2,00;2038,90;68,75;0,19;5,83
4299,39;2405,03;689,00;2036,77;1,77;2040,67;68,88;0,14;4,10
4300,99;2405,77;689,00;2038,53;1,53;2042,20;68,57;0,00;0,00
4302,59;2406,51;690,00;2040,29;1,29;2043,49;68,89;0,21;6,30
4304,19;2407,25;690,00;2042,05;2,05;2045,54;68,52;0,00;0,00
4305,79;2407,99;691,00;2043,81;1,81;2047,36;68,75;0,18;5,36
4307,38;2408,73;691,00;2045,57;1,57;2048,93;68,49;0,00;0,00
4308,98;2409,47;692,00;2047,33;1,33;2050,26;68,66;0,16;4,72
4310,57;2410,21;692,00;2049,09;2,09;2052,34;68,44;0,00;0,00
4312,17;2410,95;693,00;2050,85;1,85;2054,20;68,84;0,24;7,33
4313,78;2411,69;693,00;2052,62;1,62;2055,81;68,87;0,10;2,97
4315,38;2412,43;694,00;2054,38;1,38;2057,20;68,87;0,09;2,75
4316,98;2413,17;694,00;2056,15;2,15;2059,34;68,88;0,09;2,76
4318,58;2413,91;695,00;2057,91;1,91;2061,26;68,87;0,09;2,63
4320,18;2414,65;695,00;2059,67;1,67;2062,93;68,44;0,00;0,00
4321,78;2415,39;696,00;2061,44;1,44;2064,36;68,88;0,25;7,78
4323,38;2416,13;696,00;2063,20;2,20;2066,56;68,82;0,07;2,02
4324,98;2416,88;697,00;2064,97;1,97;2068,53;68,84;0,10;2,95
4326,58;2417,62;697,00;2066,73;1,73;2070,26;68,83;0,09;2,65
4328,18;2418,36;698,00;2068,49;1,49;2071,75;68,76;0,06;1,81
4329,79;2419,10;698,00;2070,26;2,26;2074,01;68,88;0,14;4,17
4331,39;2419,84;699,00;2072,02;2,02;2076,04;68,79;0,05;1,61
4332,98;2420,58;699,00;2073,78;1,78;2077,82;68,58;0,00;0,00
4334,58;2421,32;700,00;2075,55;1,55;2079,36;68,76;0,16;4,82
4336,18;2422,06;700,00;2077,31;1,31;2080,67;68,65;0,04;1,38
4337,78;2422,80;701,00;2079,07;2,07;2082,74;68,86;0,17;5,19
4339,39;2423,54;702,00;2080,84;1,84;2084,58;68,89;0,10;3,05
4340,99;2424,28;702,00;2082,60;1,60;2086,17;68,69;0,00;0,00
4342,59;2425,02;703,00;2084,36;1,36;2087,54;68,80;0,13;3,98
4344,19;2425,76;703,00;2086,13;2,13;2089,66;68,77;0,08;2,38
4345,78;2426,50;704,00;2087,88;1,88;2091,55;68,48;0,00;0,00
4347,38;2427,24;704,00;2089,64;1,64;2093,19;68,66;0,16;4,88
4348,96;2427,98;705,00;2091,40;1,40;2094,59;68,46;0,00;0,00
4350,46;2428,75;705,00;2093,16;2,16;2096,74;68,64;0,16;4,88
4352,02;2429,56;706,00;2094,91;1,91;2098,66;68,46;0,00;0,00
4353,58;2430,38;706,00;2096,67;1,67;2100,32;68,41;0,07;2,12
4355,15;2431,20;707,00;2098,43;1,43;2101,76;68,90;0,27;8,52
4356,70;2432,01;707,00;2100,19;2,19;2103,95;68,51;0,00;0,00
4356,70;2432,01;708,00;2101,96;1,96;2105,91;68,91;0,24;7,43
4359,87;2433,61;708,00;2103,72;1,72;2107,62;68,67;0,00;0,00
4361,47;2434,38;709,00;2105,48;1,48;2109,11;68,81;0,14;4,38
4361,47;2434,38;709,00;2107,24;2,24;2111,35;68,43;0,00;0,00
4364,68;2435,91;710,00;2109,00;2,00;2113,35;68,81;0,23;7,23
4366,29;2436,67;710,00;2110,76;1,76;2115,11;68,74;0,06;1,91
4366,29;2436,67;711,00;2112,52;1,52;2116,64;68,65;0,06;1,79
4369,51;2438,21;711,00;2114,29;1,29;2117,93;68,90;0,18;5,70
4371,13;2438,91;712,00;2116,06;2,06;2119,99;68,89;0,08;2,58
4371,13;2438,91;712,00;2117,82;1,82;2121,81;68,69;0,00;0,00
4374,37;2440,30;713,00;2119,59;1,59;2123,39;68,88;0,16;5,03
4375,98;2441,00;713,00;2121,34;1,34;2124,73;68,52;0,00;0,00
4375,98;2441,00;714,00;2123,10;2,10;2126,83;68,49;0,08;2,44
4379,21;2442,39;714,00;2124,86;1,86;2128,69;68,78;0,20;6,22
4380,83;2443,09;715,00;2126,62;1,62;2130,31;68,57;0,00;0,00
4382,45;2443,79;715,00;2128,38;1,38;2131,70;68,79;0,17;5,38
4384,07;2444,48;716,00;2130,15;2,15;2133,85;68,88;0,12;3,87
4385,69;2445,18;717,00;2131,91;1,91;2135,76;68,70;0,00;0,00
4387,31;2445,88;717,00;2133,68;1,68;2137,44;68,85;0,14;4,54
4388,93;2446,58;718,00;2135,44;1,44;2138,88;68,90;0,11;3,37
4390,55;2447,28;718,00;2137,21;2,21;2141,09;68,77;0,04;1,28
4392,17;2447,97;719,00;2138,97;1,97;2143,06;68,69;0,06;1,77
4393,78;2448,67;719,00;2140,72;1,72;2144,78;68,46;0,00;0,00
4395,35;2449,34;720,00;2142,43;1,43;2146,22;66,71;0,00;0,00
4395,35;2449,34;720,00;2144,10;2,10;2148,32;64,95;0,00;0,00
4398,37;2450,64;721,00;2145,72;1,72;2150,04;63,20;0,00;0,00
4399,81;2451,27;721,00;2147,30;1,30;2151,33;61,44;0,00;0,00
4401,22;2451,87;722,00;2148,83;1,83;2153,16;59,69;0,00;0,00
4402,58;2452,46;722,00;2150,31;1,31;2154,47;57,93;0,00;0,00
4403,91;2453,03;723,00;2151,75;1,75;2156,22;56,18;0,00;0,00
4405,19;2453,58;723,00;2153,15;1,15;2157,37;54,42;0,00;0,00
4406,40;2454,11;724,00;2154,50;1,50;2158,87;52,67;0,00;0,00
4407,58;2454,65;724,00;2155,80;1,80;2160,67;50,91;0,00;0,00
4408,73;2455,17;725,00;2157,06;1,06;2161,74;49,16;0,00;0,00
4409,84;2455,68;725,00;2158,28;1,28;2163,02;47,40;0,00;0,00
4410,91;2456,17;726,00;2159,45;1,45;2164,47;45,65;0,00;0,00
4411,93;2456,64;726,00;2160,58;1,58;2166,04;43,89;0,00;0,00
4413,86;2457,51;727,00;2162,69;1,69;2167,73;40,38;0,00;0,00
4415,72;2458,17;728,00;2164,67;1,67;2169,40;38,50;0,00;0,00
4417,61;2458,72;729,00;2166,63;1,63;2171,04;38,34;0,08;2,46
4419,50;2459,27;731,00;2168,60;1,60;2172,64;38,38;0,00;0,00
4421,45;2459,16;732,00;2170,58;1,58;2174,22;38,52;0,09;3,03
4423,42;2458,95;733,00;2172,55;1,55;2175,77;38,46;0,00;0,00
4425,18;2458,17;734,00;2174,53;1,53;2177,30;38,63;0,08;2,54
4426,81;2457,08;735,00;2176,49;1,49;2178,79;38,19;0,06;2,00
4427,62;2456,53;735,00;2177,47;1,47;2180,27;38,26;0,08;2,62
4428,22;2455,77;736,00;2178,45;1,45;2181,72;38,27;0,07;2,29
4428,77;2454,95;736,00;2179,44;1,44;2183,16;38,43;0,10;3,26
4429,31;2454,12;737,00;2180,42;1,42;2184,58;38,40;0,06;1,96
4429,85;2453,30;737,00;2181,41;1,41;2185,99;38,38;0,06;2,00
4430,40;2452,48;738,00;2182,39;1,39;2187,38;38,45;0,08;2,65
4430,89;2451,63;738,00;2183,38;1,38;2188,76;38,43;0,06;2,07
4431,31;2450,73;739,00;2184,38;1,38;2190,14;38,97;0,18;5,89
4431,75;2449,81;739,00;2185,40;1,40;2191,54;39,69;0,22;7,26
4432,19;2448,87;740,00;2186,44;1,44;2192,97;40,63;0,28;9,01
4432,65;2447,90;740,00;2187,50;1,50;2194,48;41,62;0,29;9,53
4433,58;2445,92;741,00;2189,70;1,70;2196,18;43,24;0,28;9,18
4434,56;2443,85;742,00;2191,98;1,98;2198,16;45,04;0,32;10,34
4435,06;2442,79;743,00;2193,16;1,16;2199,32;46,02;0,32;10,33
4435,58;2441,71;743,00;2194,37;1,37;2200,69;46,97;0,31;10,24
4436,12;2440,61;744,00;2195,60;1,60;2202,29;47,98;0,33;10,94
4437,21;2438,36;745,00;2198,11;2,11;2204,40;49,46;0,27;8,99
4437,78;2437,21;746,00;2199,40;1,40;2205,80;49,97;0,21;6,94
4438,35;2436,05;746,00;2200,69;1,69;2207,49;50,50;0,22;7,16
4438,94;2434,85;747,00;2202,00;1,00;2208,49;51,17;0,26;8,51
4438,94;2434,85;747,00;2203,33;1,33;2209,82;51,73;0,23;7,60
4440,10;2432,45;748,00;2204,67;1,67;2211,50;52,40;0,26;8,70
4440,69;2431,22;748,00;2206,04;1,04;2212,53;53,12;0,28;9,30
4441,28;2429,97;749,00;2207,42;1,42;2213,95;53,89;0,30;9,83
4441,89;2428,71;749,00;2208,82;1,82;2215,77;54,61;0,29;9,55
4442,50;2427,43;750,00;2210,23;1,23;2217,00;55,29;0,28;9,26
4443,12;2426,14;750,00;2211,67;1,67;2218,67;55,84;0,24;8,01
4443,75;2424,83;751,00;2213,12;1,12;2219,79;56,77;0,37;12,13
4444,39;2423,50;751,00;2214,60;1,60;2221,39;57,56;0,32;10,68
4445,04;2422,15;752,00;2216,10;1,10;2222,49;58,47;0,37;12,21
4445,69;2420,78;752,00;2217,61;1,61;2224,10;59,06;0,27;8,81
4446,35;2419,40;753,00;2219,15;1,15;2225,24;59,84;0,34;11,08
4447,02;2418,00;753,00;2220,69;1,69;2226,94;60,37;0,26;8,48
4447,70;2416,58;754,00;2222,27;1,27;2228,21;61,38;0,42;13,89
4448,39;2415,15;754,00;2223,86;1,86;2230,06;62,01;0,29;9,76
4449,08;2413,70;755,00;2225,46;1,46;2231,53;62,56;0,27;8,87
4449,79;2412,24;755,00;2227,09;2,09;2233,61;63,32;0,35;11,50
4450,49;2410,76;756,00;2228,72;1,72;2235,34;63,87;0,28;9,16
4451,21;2409,27;756,00;2230,38;1,38;2236,72;64,71;0,38;12,65
4451,94;2407,75;757,00;2232,06;2,06;2238,78;65,59;0,40;13,27
4452,67;2406,22;758,00;2233,76;1,76;2240,55;66,22;0,31;10,47
4453,41;2404,67;758,00;2235,48;1,48;2242,02;66,82;0,31;10,20
4454,16;2403,11;759,00;2237,21;2,21;2244,23;67,49;0,33;11,09
4454,92;2401,54;759,00;2238,95;1,95;2246,18;68,03;0,29;9,58
4455,68;2399,95;760,00;2240,72;1,72;2247,90;68,98;0,45;14,99
4456,45;2398,33;760,00;2242,51;1,51;2249,41;69,93;0,45;15,03
4457,24;2396,70;761,00;2244,32;1,32;2250,74;70,60;0,35;11,73
4458,03;2395,05;761,00;2246,15;2,15;2252,88;71,21;0,33;11,01
4458,82;2393,39;762,00;2247,99;1,99;2254,88;72,00;0,40;13,48
4459,63;2391,71;762,00;2249,86;1,86;2256,74;72,63;0,35;11,56
4460,44;2390,01;763,00;2251,73;1,73;2258,47;73,16;0,30;10,19
4461,26;2388,30;763,00;2253,63;1,63;2260,10;74,01;0,44;14,76
4461,26;2388,30;764,00;2255,55;1,55;2261,65;74,86;0,44;14,93
4462,09;2386,57;764,00;2257,49;1,49;2263,14;75,82;0,50;16,64
4463,78;2383,04;765,00;2259,46;2,46;2265,61;76,81;0,51;17,21
4464,64;2381,25;765,00;2261,46;2,46;2268,07;77,79;0,52;17,46
4465,51;2379,43;766,00;2263,47;2,47;2270,54;78,61;0,45;15,25
4466,39;2377,60;766,00;2265,50;2,50;2273,05;79,21;0,36;12,21
4467,28;2375,75;767,00;2267,55;1,55;2274,60;79,83;0,38;12,65
4468,17;2373,89;767,00;2269,61;1,61;2276,21;80,45;0,38;12,71
4469,07;2372,01;768,00;2271,70;1,70;2277,91;81,43;0,54;18,29
4469,07;2372,01;768,00;2273,81;1,81;2279,72;82,17;0,44;14,81
4469,98;2370,11;769,00;2275,93;1,93;2281,66;82,79;0,39;13,17
4470,90;2368,18;769,00;2278,08;2,08;2283,73;83,68;0,52;17,56
4472,75;2364,29;770,00;2280,24;2,24;2285,98;84,37;0,43;14,46
4473,71;2362,25;770,00;2282,42;2,42;2288,40;84,98;0,40;13,40
4474,72;2360,14;771,00;2284,61;2,61;2291,01;85,58;0,39;13,30
4475,73;2358,01;772,00;2286,83;1,83;2292,84;86,27;0,44;14,97
4476,75;2355,86;772,00;2289,06;2,06;2294,89;86,92;0,43;14,42
4477,78;2353,69;773,00;2291,31;2,31;2297,20;87,85;0,56;19,07
4478,24;2351,38;773,00;2293,58;2,58;2299,78;88,49;0,43;14,53
4478,16;2348,95;774,00;2295,86;1,86;2301,64;89,10;0,42;14,28
4477,84;2346,55;774,00;2298,16;2,16;2303,80;89,71;0,42;14,30
4476,89;2344,31;775,00;2300,44;2,44;2306,25;89,04;0,00;0,00
4475,96;2342,11;775,00;2302,68;2,68;2308,93;87,28;0,00;0,00
4474,61;2340,21;776,00;2304,88;1,88;2310,80;85,53;0,00;0,00
4473,26;2338,36;776,00;2307,02;2,02;2312,83;83,77;0,00;0,00
4471,85;2336,48;777,00;2309,13;2,13;2314,96;82,02;0,00;0,00
4470,35;2334,63;777,00;2311,22;2,22;2317,18;81,76;0,00;0,00
4468,62;2332,99;778,00;2313,33;2,33;2319,51;82,02;0,22;7,58
4466,65;2331,67;778,00;2315,42;2,42;2321,93;81,69;0,00;0,00
4466,65;2331,67;779,00;2317,52;2,52;2324,45;81,86;0,18;6,27
4462,80;2329,44;779,00;2319,58;1,58;2326,03;80,33;0,00;0,00
4461,01;2328,42;780,00;2321,64;1,64;2327,67;80,35;0,11;3,83
4459,22;2327,40;780,00;2323,70;1,70;2329,36;80,23;0,05;1,75
4457,44;2326,38;781,00;2325,75;1,75;2331,11;80,08;0,04;1,39
4455,65;2325,37;781,00;2327,81;1,81;2332,92;80,30;0,20;6,92
4453,86;2324,35;782,00;2329,87;1,87;2334,79;80,32;0,11;3,79
4452,07;2323,33;782,00;2331,92;1,92;2336,71;80,01;0,00;0,00
4450,29;2322,31;783,00;2333,98;1,98;2338,69;80,31;0,24;8,10
4450,29;2322,31;783,00;2336,04;2,04;2340,73;80,18;0,05;1,65
4446,57;2320,31;784,00;2338,09;2,09;2342,82;80,26;0,14;4,92
4444,75;2319,35;784,00;2340,15;2,15;2344,97;80,27;0,11;3,71
4442,93;2318,39;785,00;2342,21;2,21;2347,18;80,18;0,06;2,23
4441,12;2317,43;786,00;2344,26;2,26;2349,44;80,01;0,00;0,00
4439,30;2316,47;786,00;2346,31;2,31;2351,76;80,10;0,14;4,95
4437,48;2315,51;787,00;2348,37;2,37;2354,12;80,20;0,15;5,15
4435,66;2314,55;787,00;2350,42;2,42;2356,55;80,12;0,07;2,26
4433,85;2313,60;788,00;2352,47;2,47;2359,02;79,86;0,00;0,00
4432,04;2312,64;788,00;2354,53;2,53;2361,55;80,15;0,23;8,09
4430,20;2311,69;789,00;2356,59;1,59;2363,13;80,27;0,16;5,38
4428,34;2310,76;789,00;2358,64;1,64;2364,77;80,14;0,05;1,65
4426,48;2309,83;790,00;2360,69;1,69;2366,46;79,96;0,00;0,00
4424,63;2308,91;790,00;2362,74;1,74;2368,20;79,88;0,07;2,31
4422,77;2307,99;791,00;2364,79;1,79;2369,99;79,86;0,10;3,38
4420,90;2307,06;791,00;2366,85;1,85;2371,84;80,33;0,31;10,81
4419,04;2306,13;792,00;2368,90;1,90;2373,74;80,20;0,05;1,62
4417,17;2305,24;792,00;2370,96;1,96;2375,70;80,27;0,14;4,71
4415,30;2304,38;793,00;2373,02;2,02;2377,72;80,23;0,09;3,03
4413,44;2303,51;793,00;2375,08;2,08;2379,79;80,31;0,14;4,77
4411,57;2302,65;794,00;2377,13;2,13;2381,93;80,23;0,07;2,46
4409,71;2301,79;794,00;2379,18;2,18;2384,11;79,89;0,00;0,00
4407,84;2300,93;795,00;2381,23;2,23;2386,34;79,92;0,12;4,16
4405,91;2300,09;795,00;2383,28;2,28;2388,63;79,98;0,13;4,57
4403,98;2299,24;796,00;2385,34;2,34;2390,97;80,28;0,23;8,18
4402,08;2298,45;796,00;2387,40;2,40;2393,37;80,18;0,06;2,18
4400,34;2297,69;797,00;2389,45;2,45;2395,82;80,02;0,00;0,00
4398,48;2296,80;797,00;2391,51;2,51;2398,32;80,24;0,20;6,90
4396,63;2295,93;798,00;2393,55;1,55;2399,88;79,87;0,00;0,00
4394,78;2295,05;799,00;2395,61;1,61;2401,48;79,99;0,16;5,45
4392,92;2294,16;799,00;2397,67;1,67;2403,15;80,33;0,25;8,95
4391,06;2293,28;800,00;2399,72;1,72;2404,87;80,30;0,09;3,21
4389,20;2292,40;800,00;2401,78;1,78;2406,66;80,33;0,12;4,20
4387,34;2291,52;801,00;2403,84;1,84;2408,50;80,16;0,00;0,00
4385,49;2290,64;801,00;2405,89;1,89;2410,38;79,90;0,00;0,00
4383,63;2289,76;802,00;2407,94;1,94;2412,33;80,19;0,23;8,11
4381,77;2288,87;802,00;2410,00;2,00;2414,33;80,32;0,17;5,83
4379,92;2287,99;803,00;2412,05;2,05;2416,39;79,98;0,00;0,00
4378,06;2287,11;803,00;2414,11;2,11;2418,50;80,22;0,21;7,52
4376,20;2286,23;804,00;2416,17;2,17;2420,67;80,34;0,15;5,45
4374,35;2285,35;804,00;2418,22;2,22;2422,89;79,95;0,00;0,00
4372,50;2284,47;805,00;2420,27;2,27;2425,17;80,06;0,15;5,35
4370,64;2283,59;805,00;2422,33;2,33;2427,50;80,12;0,13;4,67
4368,79;2282,71;806,00;2424,38;2,38;2429,87;79,87;0,00;0,00
4366,94;2281,83;806,00;2426,43;2,43;2432,30;79,90;0,12;4,14
4365,08;2280,95;807,00;2428,48;2,48;2434,78;80,21;0,24;8,54
4363,23;2280,07;807,00;2430,53;2,53;2437,32;80,05;0,00;0,00
4361,36;2279,18;808,00;2432,60;1,60;2438,91;80,36;0,24;8,60
4359,51;2278,30;808,00;2434,65;1,65;2440,56;80,04;0,00;0,00
4357,65;2277,42;809,00;2436,70;1,70;2442,26;80,18;0,17;5,94
4355,79;2276,54;809,00;2438,76;1,76;2444,02;80,27;0,14;5,00
4353,94;2275,66;810,00;2440,81;1,81;2445,83;79,87;0,00;0,00
