X;Y;Tempo;odometro;Distancia;Distancia Total;Velocidade;Consumo;Gasto
4253,01;2383,69;674;1985,73;1,73;1988,81;68,9;0,23;6,81
4254,6;2384,45;675;1987,49;1,49;1990,3;68,76;0;0
4256,19;2385,21;675;1989,25;2,25;1992,55;68,62;0;0
4257,8;2385,95;676;1991,01;2,01;1994,56;68,87;0,18;5,44
4259,4;2386,69;676;1992,77;1,77;1996,33;68,47;0;0
4259,4;2386,69;677;1994,53;1,53;1997,87;68,81;0,22;6,42
4262,62;2388,16;677;1996,3;1,3;1999,17;68,88;0,12;3,44
4264,23;2388,89;678;1998,06;2,06;2001,23;68,6;0;0
4265,83;2389,63;679;1999,82;1,82;2003,04;68,48;0,04;1,22
4267,44;2390,36;679;2001,58;1,58;2004,62;68,8;0,21;6,24
4269,05;2391,1;680;2003,34;1,34;2005,96;68,57;0;0
4270,66;2391,81;680;2005,1;2,1;2008,05;68,54;0,08;2,26
4272,27;2392,52;681;2006,86;1,86;2009,91;68,83;0,2;5,91
4273,87;2393,22;681;2008,62;1,62;2011,54;68,67;0;0
4275,44;2393,95;682;2010,38;1,38;2012,91;68,42;0;0
4277,04;2394,69;682;2012,14;2,14;2015,05;68,77;0,22;6,62
4278,64;2395,43;683;2013,9;1,9;2016,94;68,53;0;0
4280,23;2396,17;683;2015,66;1,66;2018,6;68,62;0,12;3,72
4281,83;2396,9;684;2017,42;1,42;2020,02;68,69;0,11;3,4
4283,43;2397,64;684;2019,18;2,18;2022,19;68,69;0,09;2,7
4285,02;2398,38;685;2020,93;1,93;2024,13;68,42;0;0
4286,61;2399,12;685;2022,69;1,69;2025,81;68,49;0,11;3,43
4288,21;2399,86;686;2024,45;1,45;2027,26;68,71;0,17;5,17
4288,21;2399,86;686;2026,21;2,21;2029,48;68,77;0,11;3,36
4291,41;2401,34;687;2027,97;1,97;2031,45;68,52;0;0
4293;2402,07;687;2029,73;1,73;2033,17;68,47;0,07;2,16
4294,6;2402,81;688;2031,49;1,49;2034,66;68,63;0,15;4,44
4296,19;2403,55;688;2033,24;2,24;2036,9;68,48;0;0
4297,79;2404,29;689;2035;2;2038,9;68,75;0,19;5,83
4299,39;2405,03;689;2036,77;1,77;2040,67;68,88;0,14;4,1
4300,99;2405,77;690;2038,53;1,53;2042,2;68,57;0;0
4302,59;2406,51;690;2040,29;1,29;2043,49;68,89;0,21;6,3
4304,19;2407,25;691;2042,05;2,05;2045,54;68,52;0;0
4305,79;2407,99;691;2043,81;1,81;2047,36;68,75;0,18;5,36
4307,38;2408,73;692;2045,57;1,57;2048,93;68,49;0;0
4308,98;2409,47;692;2047,33;1,33;2050,26;68,66;0,16;4,72
4310,57;2410,21;693;2049,09;2,09;2052,34;68,44;0;0
4312,17;2410,95;694;2050,85;1,85;2054,2;68,84;0,24;7,34
4313,78;2411,69;694;2052,62;1,62;2055,81;68,87;0,1;2,97
4315,38;2412,43;695;2054,38;1,38;2057,2;68,87;0,09;2,75
4315,38;2412,43;695;2056,15;2,15;2059,34;68,88;0,09;2,76
4318,58;2413,91;696;2057,91;1,91;2061,26;68,87;0,09;2,63
4320,18;2414,65;696;2059,67;1,67;2062,93;68,44;0;0
4321,78;2415,39;697;2061,44;1,44;2064,36;68,88;0,25;7,79
4323,38;2416,13;697;2063,2;2,2;2066,56;68,82;0,07;2,02
4324,98;2416,88;698;2064,97;1,97;2068,53;68,84;0,1;2,96
4326,58;2417,62;698;2066,73;1,73;2070,26;68,83;0,09;2,66
4328,18;2418,36;699;2068,49;1,49;2071,75;68,76;0,06;1,81
4329,79;2419,1;699;2070,26;2,26;2074,01;68,88;0,14;4,17
4331,39;2419,84;700;2072,02;2,02;2076,04;68,79;0,05;1,61
4332,98;2420,58;700;2073,78;1,78;2077,82;68,58;0;0
4334,58;2421,32;701;2075,55;1,55;2079,36;68,76;0,16;4,83
4336,18;2422,06;701;2077,31;1,31;2080,67;68,65;0,04;1,38
4337,78;2422,8;702;2079,07;2,07;2082,74;68,86;0,17;5,19
4339,39;2423,54;702;2080,84;1,84;2084,58;68,89;0,1;3,05
4340,99;2424,28;703;2082,6;1,6;2086,17;68,69;0;0
4342,59;2425,02;703;2084,36;1,36;2087,54;68,8;0,13;3,98
4344,19;2425,76;704;2086,13;2,13;2089,66;68,77;0,08;2,38
4345,78;2426,5;704;2087,88;1,88;2091,55;68,48;0;0
4347,38;2427,24;705;2089,64;1,64;2093,19;68,66;0,16;4,89
4348,96;2427,98;705;2091,4;1,4;2094,59;68,46;0;0
4350,46;2428,75;706;2093,16;2,16;2096,74;68,64;0,16;4,89
4352,02;2429,56;706;2094,91;1,91;2098,66;68,46;0;0
4353,58;2430,38;707;2096,67;1,67;2100,32;68,41;0,07;2,13
4355,15;2431,2;708;2098,43;1,43;2101,76;68,9;0,27;8,53
4356,7;2432,01;708;2100,19;2,19;2103,95;68,51;0;0
4358,27;2432,83;709;2101,96;1,96;2105,91;68,91;0,24;7,44
4359,87;2433,61;709;2103,72;1,72;2107,62;68,67;0;0
4361,47;2434,38;710;2105,48;1,48;2109,11;68,81;0,14;4,38
4363,07;2435,14;710;2107,24;2,24;2111,35;68,43;0;0
4364,68;2435,91;711;2109;2;2113,35;68,81;0,23;7,24
4366,29;2436,67;711;2110,76;1,76;2115,11;68,74;0,06;1,91
4367,9;2437,44;712;2112,52;1,52;2116,64;68,65;0,06;1,79
4369,51;2438,21;712;2114,29;1,29;2117,93;68,9;0,18;5,7
4371,13;2438,91;713;2116,06;2,06;2119,99;68,89;0,08;2,59
4372,75;2439,6;713;2117,82;1,82;2121,81;68,69;0;0
4374,37;2440,3;714;2119,59;1,59;2123,39;68,88;0,16;5,04
4375,98;2441;714;2121,34;1,34;2124,73;68,52;0;0
4375,98;2441;715;2123,1;2,1;2126,83;68,49;0,08;2,44
4379,21;2442,39;715;2124,86;1,86;2128,69;68,78;0,2;6,23
4380,83;2443,09;716;2126,62;1,62;2130,31;68,57;0;0
4382,45;2443,79;716;2128,38;1,38;2131,7;68,79;0,17;5,39
4384,07;2444,48;717;2130,15;2,15;2133,85;68,88;0,12;3,87
4385,69;2445,18;717;2131,91;1,91;2135,76;68,7;0;0
4387,31;2445,88;718;2133,68;1,68;2137,44;68,85;0,14;4,55
4388,93;2446,58;718;2135,44;1,44;2138,88;68,9;0,11;3,37
4390,55;2447,28;719;2137,21;2,21;2141,09;68,77;0,04;1,28
4392,17;2447,97;719;2138,97;1,97;2143,06;68,69;0,06;1,77
4393,78;2448,67;720;2140,72;1,72;2144,78;68,46;0;0
4395,35;2449,34;720;2142,43;1,43;2146,22;66,71;0;0
4396,88;2450;721;2144,1;2,1;2148,32;64,95;0;0
4398,37;2450,64;722;2145,72;1,72;2150,04;63,2;0;0
4399,81;2451,27;722;2147,3;1,3;2151,33;61,44;0;0
4399,81;2451,27;723;2148,83;1,83;2153,16;59,69;0;0
4402,58;2452,46;723;2150,31;1,31;2154,47;57,93;0;0
4403,91;2453,03;724;2151,75;1,75;2156,22;56,18;0;0
4403,91;2453,03;724;2153,15;1,15;2157,37;54,42;0;0
4406,4;2454,11;725;2154,5;1,5;2158,87;52,67;0;0
4407,58;2454,65;725;2155,8;1,8;2160,67;50,91;0;0
4407,58;2454,65;726;2157,06;1,06;2161,74;49,16;0;0
4409,84;2455,68;726;2158,28;1,28;2163,02;47,4;0;0
4410,91;2456,17;727;2159,45;1,45;2164,47;45,65;0;0
4411,93;2456,64;727;2160,58;1,58;2166,04;43,89;0;0
4412,92;2457,08;728;2162,69;1,69;2167,73;40,38;0;0
4415,72;2458,17;729;2164,67;1,67;2169,4;38,5;0;0
4417,61;2458,72;730;2166,63;1,63;2171,04;38,34;0,08;2,46
4419,5;2459,27;731;2168,6;1,6;2172,64;38,38;0;0
4421,45;2459,16;732;2170,58;1,58;2174,22;38,52;0,09;3,03
4423,42;2458,95;733;2172,55;1,55;2175,77;38,46;0;0
4425,18;2458,17;734;2174,53;1,53;2177,3;38,63;0,08;2,54
4426,81;2457,08;735;2176,49;1,49;2178,79;38,19;0,06;2
4427,62;2456,53;736;2177,47;1,47;2180,27;38,26;0,08;2,62
4428,22;2455,77;737;2178,45;1,45;2181,72;38,27;0,07;2,29
4428,77;2454,95;737;2179,44;1,44;2183,16;38,43;0,1;3,27
4429,31;2454,12;738;2180,42;1,42;2184,58;38,4;0,06;1,97
4429,85;2453,3;738;2181,41;1,41;2185,99;38,38;0,06;2,01
4430,4;2452,48;739;2182,39;1,39;2187,38;38,45;0,08;2,65
4430,89;2451,63;739;2183,38;1,38;2188,76;38,43;0,06;2,08
4431,31;2450,73;740;2184,38;1,38;2190,14;38,97;0,18;5,9
4431,75;2449,81;740;2185,4;1,4;2191,54;39,69;0,22;7,27
4432,19;2448,87;741;2186,44;1,44;2192,97;40,63;0,28;9,03
4432,65;2447,9;741;2187,5;1,5;2194,48;41,62;0,29;9,55
4433,58;2445,92;742;2189,7;1,7;2196,18;43,24;0,28;9,19
4434,56;2443,85;743;2191,98;1,98;2198,16;45,04;0,32;10,36
4435,06;2442,79;744;2193,16;1,16;2199,32;46,02;0,32;10,35
4435,58;2441,71;744;2194,37;1,37;2200,69;46,97;0,31;10,26
4436,12;2440,61;745;2195,6;1,6;2202,29;47,98;0,33;10,95
4437,21;2438,36;746;2198,11;2,11;2204,4;49,46;0,27;9
4437,78;2437,21;746;2199,4;1,4;2205,8;49,97;0,21;6,94
4438,35;2436,05;747;2200,69;1,69;2207,49;50,5;0,22;7,17
4438,94;2434,85;747;2202;1;2208,49;51,17;0,26;8,51
4439,52;2433,66;748;2203,33;1,33;2209,82;51,73;0,23;7,61
4440,1;2432,45;748;2204,67;1,67;2211,5;52,4;0,26;8,7
4440,69;2431,22;749;2206,04;1,04;2212,53;53,12;0,28;9,32
4441,28;2429,97;749;2207,42;1,42;2213,95;53,89;0,3;9,83
4441,89;2428,71;750;2208,82;1,82;2215,77;54,61;0,29;9,56
4442,5;2427,43;751;2210,23;1,23;2217;55,29;0,28;9,27
4443,12;2426,14;751;2211,67;1,67;2218,67;55,84;0,24;8,02
4443,75;2424,83;752;2213,12;1,12;2219,79;56,77;0,37;12,14
4444,39;2423,5;752;2214,6;1,6;2221,39;57,56;0,32;10,7
4445,04;2422,15;753;2216,1;1,1;2222,49;58,47;0,37;12,23
4445,69;2420,78;753;2217,61;1,61;2224,1;59,06;0,27;8,82
4446,35;2419,4;754;2219,15;1,15;2225,24;59,84;0,34;11,09
4447,02;2418;754;2220,69;1,69;2226,94;60,37;0,26;8,5
4447,7;2416,58;755;2222,27;1,27;2228,21;61,38;0,42;13,91
4448,39;2415,15;755;2223,86;1,86;2230,06;62,01;0,29;9,77
4448,39;2415,15;756;2225,46;1,46;2231,53;62,56;0,27;8,89
4449,79;2412,24;756;2227,09;2,09;2233,61;63,32;0,35;11,52
4450,49;2410,76;757;2228,72;1,72;2235,34;63,87;0,28;9,17
4451,21;2409,27;757;2230,38;1,38;2236,72;64,71;0,38;12,67
4451,21;2409,27;758;2232,06;2,06;2238,78;65,59;0,4;13,29
4452,67;2406,22;758;2233,76;1,76;2240,55;66,22;0,31;10,47
4453,41;2404,67;759;2235,48;1,48;2242,02;66,82;0,31;10,21
4454,16;2403,11;759;2237,21;2,21;2244,23;67,49;0,33;11,09
4454,92;2401,54;760;2238,95;1,95;2246,18;68,03;0,29;9,59
4455,68;2399,95;760;2240,72;1,72;2247,9;68,98;0,45;14,99
4456,45;2398,33;761;2242,51;1,51;2249,41;69,93;0,45;15,05
4457,24;2396,7;761;2244,32;1,32;2250,74;70,6;0,35;11,73
4458,03;2395,05;762;2246,15;2,15;2252,88;71,21;0,33;11,02
4458,82;2393,39;762;2247,99;1,99;2254,88;72;0,4;13,48
4459,63;2391,71;763;2249,86;1,86;2256,74;72,63;0,35;11,57
4460,44;2390,01;763;2251,73;1,73;2258,47;73,16;0,3;10,19
4461,26;2388,3;764;2253,63;1,63;2260,1;74,01;0,44;14,78
4462,09;2386,57;765;2255,55;1,55;2261,65;74,86;0,44;14,95
4462,93;2384,82;765;2257,49;1,49;2263,14;75,82;0,5;16,66
4463,78;2383,04;766;2259,46;2,46;2265,61;76,81;0,51;17,23
4464,64;2381,25;766;2261,46;2,46;2268,07;77,79;0,52;17,49
4465,51;2379,43;767;2263,47;2,47;2270,54;78,61;0,45;15,27
4466,39;2377,6;767;2265,5;2,5;2273,05;79,21;0,36;12,23
4467,28;2375,75;768;2267,55;1,55;2274,6;79,83;0,38;12,67
4468,17;2373,89;768;2269,61;1,61;2276,21;80,45;0,38;12,73
4469,07;2372,01;769;2271,7;1,7;2277,91;81,43;0,54;18,31
4469,98;2370,11;769;2273,81;1,81;2279,72;82,17;0,44;14,83
4470,9;2368,18;770;2275,93;1,93;2281,66;82,79;0,39;13,19
4471,82;2366,25;770;2278,08;2,08;2283,73;83,68;0,52;17,58
4471,82;2366,25;771;2280,24;2,24;2285,98;84,37;0,43;14,47
4473,71;2362,25;771;2282,42;2,42;2288,4;84,98;0,4;13,41
4474,72;2360,14;772;2284,61;2,61;2291,01;85,58;0,39;13,32
4475,73;2358,01;772;2286,83;1,83;2292,84;86,27;0,44;14,97
4476,75;2355,86;773;2289,06;2,06;2294,89;86,92;0,43;14,44
4477,78;2353,69;773;2291,31;2,31;2297,2;87,85;0,56;19,07
4478,24;2351,38;774;2293,58;2,58;2299,78;88,49;0,43;14,55
4478,16;2348,95;774;2295,86;1,86;2301,64;89,1;0,42;14,28
4477,84;2346,55;775;2298,16;2,16;2303,8;89,71;0,42;14,32
4476,89;2344,31;775;2300,44;2,44;2306,25;89,04;0;0
4475,96;2342,11;776;2302,68;2,68;2308,93;87,28;0;0
4474,61;2340,21;776;2304,88;1,88;2310,8;85,53;0;0
4473,26;2338,36;777;2307,02;2,02;2312,83;83,77;0;0
4473,26;2338,36;777;2309,13;2,13;2314,96;82,02;0;0
4470,35;2334,63;778;2311,22;2,22;2317,18;81,76;0;0
4468,62;2332,99;778;2313,33;2,33;2319,51;82,02;0,22;7,58
4466,65;2331,67;779;2315,42;2,42;2321,93;81,69;0;0
4464,59;2330,46;780;2317,52;2,52;2324,45;81,86;0,18;6,28
4462,8;2329,44;780;2319,58;1,58;2326,03;80,33;0;0
4461,01;2328,42;781;2321,64;1,64;2327,67;80,35;0,11;3,83
4459,22;2327,4;781;2323,7;1,7;2329,36;80,23;0,05;1,76
4457,44;2326,38;782;2325,75;1,75;2331,11;80,08;0,04;1,39
4455,65;2325,37;782;2327,81;1,81;2332,92;80,3;0,2;6,93
4453,86;2324,35;783;2329,87;1,87;2334,79;80,32;0,11;3,79
4452,07;2323,33;783;2331,92;1,92;2336,71;80,01;0;0
4450,29;2322,31;784;2333,98;1,98;2338,69;80,31;0,24;8,11
4448,39;2321,27;784;2336,04;2,04;2340,73;80,18;0,05;1,65
4446,57;2320,31;785;2338,09;2,09;2342,82;80,26;0,14;4,92
4444,75;2319,35;785;2340,15;2,15;2344,97;80,27;0,11;3,72
4442,93;2318,39;786;2342,21;2,21;2347,18;80,18;0,06;2,24
4441,12;2317,43;786;2344,26;2,26;2349,44;80,01;0;0
4439,3;2316,47;787;2346,31;2,31;2351,76;80,1;0,14;4,95
4437,48;2315,51;787;2348,37;2,37;2354,12;80,2;0,15;5,15
4435,66;2314,55;788;2350,42;2,42;2356,55;80,12;0,07;2,27
4433,85;2313,6;788;2352,47;2,47;2359,02;79,86;0;0
4432,04;2312,64;789;2354,53;2,53;2361,55;80,15;0,23;8,1
4430,2;2311,69;789;2356,59;1,59;2363,13;80,27;0,16;5,38
4428,34;2310,76;790;2358,64;1,64;2364,77;80,14;0,05;1,65
4426,48;2309,83;790;2360,69;1,69;2366,46;79,96;0;0
4424,63;2308,91;791;2362,74;1,74;2368,2;79,88;0,07;2,31
4422,77;2307,99;792;2364,79;1,79;2369,99;79,86;0,1;3,39
4420,9;2307,06;792;2366,85;1,85;2371,84;80,33;0,31;10,82
4419,04;2306,13;793;2368,9;1,9;2373,74;80,2;0,05;1,63
4417,17;2305,24;793;2370,96;1,96;2375,7;80,27;0,14;4,72
4415,3;2304,38;794;2373,02;2,02;2377,72;80,23;0,09;3,03
4413,44;2303,51;794;2375,08;2,08;2379,79;80,31;0,14;4,77
4411,57;2302,65;795;2377,13;2,13;2381,93;80,23;0,07;2,47
4409,71;2301,79;795;2379,18;2,18;2384,11;79,89;0;0
4407,84;2300,93;796;2381,23;2,23;2386,34;79,92;0,12;4,17
4405,91;2300,09;796;2383,28;2,28;2388,63;79,98;0,13;4,57
4403,98;2299,24;797;2385,34;2,34;2390,97;80,28;0,23;8,19
4402,08;2298,45;797;2387,4;2,4;2393,37;80,18;0,06;2,19
4400,34;2297,69;798;2389,45;2,45;2395,82;80,02;0;0
4398,48;2296,8;798;2391,51;2,51;2398,32;80,24;0,2;6,91
4396,63;2295,93;799;2393,55;1,55;2399,88;79,87;0;0
4394,78;2295,05;799;2395,61;1,61;2401,48;79,99;0,16;5,45
4392,92;2294,16;800;2397,67;1,67;2403,15;80,33;0,25;8,96
4391,06;2293,28;800;2399,72;1,72;2404,87;80,3;0,09;3,21
4389,2;2292,4;801;2401,78;1,78;2406,66;80,33;0,12;4,21
4389,2;2292,4;801;2403,84;1,84;2408,5;80,16;0;0
4385,49;2290,64;802;2405,89;1,89;2410,38;79,9;0;0
4383,63;2289,76;802;2407,94;1,94;2412,33;80,19;0,23;8,11
4381,77;2288,87;803;2410;2;2414,33;80,32;0,17;5,84
4379,92;2287,99;803;2412,05;2,05;2416,39;79,98;0;0
4378,06;2287,11;804;2414,11;2,11;2418,5;80,22;0,21;7,53
4376,2;2286,23;804;2416,17;2,17;2420,67;80,34;0,15;5,45
4374,35;2285,35;805;2418,22;2,22;2422,89;79,95;0;0
4372,5;2284,47;806;2420,27;2,27;2425,17;80,06;0,15;5,36
4372,5;2284,47;806;2422,33;2,33;2427,5;80,12;0,13;4,67
4368,79;2282,71;807;2424,38;2,38;2429,87;79,87;0;0
4366,94;2281,83;807;2426,43;2,43;2432,3;79,9;0,12;4,14
4365,08;2280,95;808;2428,48;2,48;2434,78;80,21;0,24;8,55
4363,23;2280,07;808;2430,53;2,53;2437,32;80,05;0;0
4361,36;2279,18;809;2432,6;1,6;2438,91;80,36;0,24;8,61
4359,51;2278,3;809;2434,65;1,65;2440,56;80,04;0;0
4357,65;2277,42;810;2436,7;1,7;2442,26;80,18;0,17;5,95
4355,79;2276,54;810;2438,76;1,76;2444,02;80,27;0,14;5,01
4353,94;2275,66;811;2440,81;1,81;2445,83;79,87;0;0
4352,09;2274,78;811;2442,86;1,86;2447,69;79,92;0,13;4,56
4350,23;2273,9;812;2444,92;1,92;2449,61;80,21;0,23;8,19
4348,38;2273,02;812;2446,97;1,97;2451,58;80,15;0,08;2,75
4346,52;2272,14;813;2449,03;2,03;2453,61;80,35;0,19;6,86
4344,66;2271,25;813;2451,09;2,09;2455,7;80,27;0,07;2,63
4342,81;2270,38;814;2453,14;2,14;2457,84;79,92;0;0
4340,95;2269,49;814;2455,2;2,2;2460,04;80,33;0,29;10,28
4339,09;2268,61;815;2457,25;2,25;2462,29;80,08;0;0
4337,24;2267,73;815;2459,3;2,3;2464,59;79,98;0,06;2,1
4335,38;2266,85;816;2461,36;2,36;2466,95;80,13;0,17;6,18
4333,53;2265,97;816;2463,41;2,41;2469,36;80,16;0,12;4,23
4331,67;2265,09;817;2465,47;2,47;2471,82;80,08;0,07;2,49
4329,82;2264,21;817;2467,52;2,52;2474,34;80,07;0,1;3,54
4327,96;2263,32;818;2469,58;1,58;2475,92;80,33;0,22;7,84
4326,11;2262,42;819;2471,63;1,63;2477,56;80,19;0,04;1,56
4324,27;2261,53;819;2473,69;1,69;2479,25;80,16;0,09;3,27
4322,41;2260,64;820;2475,75;1,75;2481;80,33;0,18;6,44
4320,56;2259,74;820;2477,81;1,81;2482,8;80,25;0,07;2,46
4318,71;2258,85;821;2479,86;1,86;2484,66;80,05;0;0
4316,86;2257,96;821;2481,92;1,92;2486,58;80,22;0,18;6,55
4315,01;2257,07;822;2483,97;1,97;2488,55;79,89;0;0
4313,16;2256,19;822;2486,02;2,02;2490,56;80,01;0,16;5,63
4311,31;2255,29;823;2488,08;2,08;2492,64;80,33;0,24;8,82
4309,45;2254,4;823;2490,14;2,14;2494,78;80,33;0,1;3,76
4307,6;2253,51;824;2492,19;2,19;2496,97;80,22;0,06;2,08
4305,74;2252,62;824;2494,25;2,25;2499,22;80,22;0,11;3,8
4303,89;2251,73;825;2496,31;2,31;2501,53;80,32;0,15;5,35
4302,04;2250,84;825;2498,36;2,36;2503,89;80,08;0;0
4300,19;2249,95;826;2500,41;2,41;2506,3;79,97;0,06;2,03
4298,34;2249,06;826;2502,46;2,46;2508,77;79,89;0,07;2,47
4296,49;2248,17;827;2504,52;2,52;2511,29;80,28;0,28;10,08
4294,63;2247,27;827;2506,58;1,58;2512,87;80,33;0,12;4,52
4292,78;2246,38;828;2508,64;1,64;2514,5;80,18;0,04;1,48
4290,92;2245,49;828;2510,69;1,69;2516,19;80,18;0,11;3,87
4289,08;2244,6;829;2512,74;1,74;2517,93;79,95;0;0
4287,22;2243,71;829;2514,8;1,8;2519,73;80,1;0,17;6,15
4285,38;2242,83;830;2516,84;1,84;2521,57;79,91;0;0
4283,53;2241,94;830;2518,9;1,9;2523,47;80,16;0,21;7,72
4281,67;2241,04;831;2520,96;1,96;2525,43;80,28;0,16;5,78
4279,82;2240,15;832;2523,01;2,01;2527,45;80,16;0,05;1,79
4277,96;2239,26;832;2525,07;2,07;2529,51;80,18;0,12;4,25
4276,12;2238,37;833;2527,12;2,12;2531,63;79,94;0;0
4274,26;2237,48;833;2529,18;2,18;2533,81;80,3;0,26;9,6
4272,41;2236,59;834;2531,23;2,23;2536,05;80,17;0,05;1,72
4270,56;2235,7;834;2533,28;2,28;2538,33;79,92;0;0
4268,7;2234,81;835;2535,34;2,34;2540,67;80,31;0,28;10,11
4266,86;2233,92;835;2537,39;2,39;2543,06;79,92;0;0
4265,01;2233,03;836;2539,45;2,45;2545,51;80,09;0,18;6,68
4263,15;2232,14;836;2541,5;2,5;2548,01;80,26;0,18;6,61
4261,3;2231,25;837;2543,56;1,56;2549,57;80,03;0;0
4259,46;2230,37;837;2545,61;1,61;2551,18;80,09;0,13;4,76
4257,62;2229,5;838;2547,66;1,66;2552,84;79,99;0,06;2,34
4255,79;2228,64;838;2549,71;1,71;2554,54;79,93;0,08;2,81
4253,95;2227,77;839;2551,77;1,77;2556,31;80,33;0,28;10,4
4252,12;2226,91;839;2553,82;1,82;2558,13;79,92;0;0
4250,3;2225,96;840;2555,87;1,87;2560;80,03;0,15;5,51
4248,49;2225,01;840;2557,92;1,92;2561,92;79,87;0;0
4246,67;2224,07;841;2559,97;1,97;2563,89;80,04;0,18;6,59
4244,84;2223,11;841;2562,03;2,03;2565,92;80,24;0,19;7,15
4243,02;2222,17;842;2564,08;2,08;2568;80,08;0;0
4241,2;2221,22;842;2566,14;2,14;2570,14;80,26;0,18;6,71
4239,38;2220,27;843;2568,19;2,19;2572,33;79,92;0;0
4237,55;2219,32;843;2570,25;2,25;2574,57;80,31;0,27;10,16
4235,73;2218,37;844;2572,3;2,3;2576,88;80,16;0,04;1,56
4233,91;2217,42;845;2574,35;2,35;2579,23;80,01;0;0
4232,09;2216,47;845;2576,4;2,4;2581,64;79,94;0,07;2,73
4230,27;2215,53;846;2578,46;2,46;2584,09;80,09;0,17;6,31
4228,46;2214,58;846;2580,51;2,51;2586,6;79,88;0;0
4226,64;2213,63;847;2582,56;1,56;2588,16;79,92;0,12;4,62
4224,82;2212,68;847;2584,61;1,61;2589,77;80,15;0,21;7,65
4223;2211,73;848;2586,66;1,66;2591,43;80,05;0,06;2,2
4221,18;2210,79;848;2588,71;1,71;2593,14;79,93;0,05;1,94
4219,36;2209,84;849;2590,77;1,77;2594,91;80,09;0,17;6,48
4217,53;2208,89;849;2592,82;1,82;2596,73;80,25;0,17;6,46
4215,7;2207,94;850;2594,88;1,88;2598,62;80,35;0,15;5,58
4213,88;2206,99;850;2596,94;1,94;2600,56;80,34;0,1;3,71
4212,06;2206,04;851;2599;2;2602,56;80,1;0;0
4210,24;2205,09;851;2601,05;2,05;2604,6;79,93;0;0
4208,41;2204,14;852;2603,1;2,1;2606,71;80,25;0,25;9,27
4208,41;2204,14;852;2605,16;2,16;2608,87;80,2;0,08;3,07
4204,77;2202,24;853;2607,22;2,22;2611,09;80,16;0,09;3,29
4202,95;2201,29;853;2609,27;2,27;2613,36;80,06;0,06;2,26
4201,12;2200,34;854;2611,33;2,33;2615,68;80,18;0,16;5,83
4199,3;2199,39;854;2613,38;2,38;2618,07;80,32;0,16;6,16
4197,48;2198,44;855;2615,43;2,43;2620,5;79,92;0;0
4195,66;2197,5;855;2617,49;2,49;2622,99;80,05;0,16;6,04
4193,83;2196,55;856;2619,54;2,54;2625,53;80,2;0,17;6,37
4192,02;2195,6;856;2621,59;1,59;2627,12;79,9;0;0
4190,19;2194,65;857;2623,65;1,65;2628,78;80,32;0,29;10,74
4188,37;2193,7;857;2625,71;1,71;2630,48;80,2;0,05;1,96
4186,54;2192,75;858;2627,76;1,76;2632,25;80,21;0,11;4,14
4184,72;2191,8;859;2629,82;1,82;2634,07;80,09;0,05;1,97
4182,9;2190,85;859;2631,88;1,88;2635,94;80,32;0,21;7,8
4181,07;2189,9;860;2633,93;1,93;2637,87;80,11;0;0
4179,25;2188,95;860;2635,98;1,98;2639,86;80,07;0,09;3,29
4177,43;2188;861;2638,04;2,04;2641,9;80,1;0,12;4,39
4175,61;2187,06;861;2640,09;2,09;2643,99;80,02;0,07;2,67
4173,79;2186,1;862;2642,15;2,15;2646,14;80,29;0,23;8,52
4171,97;2185,16;862;2644,2;2,2;2648,33;79,86;0;0
4171,97;2185,16;863;2646,25;2,25;2650,59;80,2;0,25;9,52
4168,33;2183,26;863;2648,3;2,3;2652,89;79,93;0;0
4166,51;2182,32;864;2650,35;2,35;2655,24;79,87;0,08;2,95
4164,69;2181,37;864;2652,4;2,4;2657,64;79,99;0,15;5,87
4162,88;2180,42;865;2654,45;2,45;2660,09;79,93;0,08;2,93
4161,05;2179,47;865;2656,5;2,5;2662,6;80,08;0,17;6,44
4159,23;2178,52;866;2658,56;1,56;2664,16;80,25;0,18;6,84
4157,41;2177,57;866;2660,62;1,62;2665,78;80,12;0,05;1,84
4155,59;2176,63;867;2662,67;1,67;2667,44;79,95;0;0
4153,77;2175,68;867;2664,72;1,72;2669,16;80,03;0,14;5,36
4151,94;2174,73;868;2666,78;1,78;2670,94;80,35;0,25;9,41
4150,12;2173,78;868;2668,83;1,83;2672,77;80,13;0;0
4148,3;2172,83;869;2670,88;1,88;2674,65;79,9;0;0
4146,49;2171,89;869;2672,93;1,93;2676,59;79,94;0,12;4,75
4144,67;2170,94;870;2674,98;1,98;2678,57;79,93;0,1;3,7
4142,84;2169,99;870;2677,04;2,04;2680,61;80,27;0,25;9,71
4141,02;2169,04;871;2679,1;2,1;2682,7;80,32;0,13;4,85
4139,19;2168,09;871;2681,15;2,15;2684,86;80,14;0;0
4137,37;2167,14;872;2683,21;2,21;2687,07;80,35;0,2;7,51
4137,37;2167,14;873;2685,27;2,27;2689,34;80,11;0;0
4133,72;2165,23;873;2687,33;2,33;2691,67;80,36;0,21;8,14
4131,9;2164,29;874;2689,38;2,38;2694,05;79,93;0;0
4130,08;2163,34;874;2691,43;2,43;2696,48;80,21;0,23;8,7
4128,25;2162,39;875;2693,49;2,49;2698,97;80,2;0,1;3,91
4126,43;2161,44;875;2695,55;2,55;2701,52;80,14;0,08;2,92
4124,61;2160,49;876;2697,6;1,6;2703,12;80,16;0,12;4,46
